rank,gid,role,priority_score,why
1,100000000331309100,coordinator,1.0,"Связующий профиль: seed-ветвей 3, соседних кластеров 9; плательщ./получ. 5/99, посредничество: перцентиль 100%."
2,100000004400305100,coordinator,0.9995549621717846,"Связующий профиль: seed-ветвей 2, соседних кластеров 10; плательщ./получ. 7/82, посредничество: перцентиль 99%."
3,100000002957787100,coordinator,0.9991099243435692,"Связующий профиль: seed-ветвей 1, соседних кластеров 8; плательщ./получ. 4/34, посредничество: перцентиль 100%."
4,100000004156082100,coordinator,0.9986648865153538,"Связующий профиль: seed-ветвей 1, соседних кластеров 3; плательщ./получ. 5/26, посредничество: перцентиль 100%."
5,100000005704413100,coordinator,0.9982198486871384,"Связующий профиль: seed-ветвей 2, соседних кластеров 4; плательщ./получ. 3/32, посредничество: перцентиль 98%."
6,100000008461532100,coordinator,0.9977748108589231,"Связующий профиль: seed-ветвей 1, соседних кластеров 1; плательщ./получ. 2/8, посредничество: перцентиль 97%."
7,100000008603629100,coordinator,0.9973297730307076,"Связующий профиль: seed-ветвей 1, соседних кластеров 7; плательщ./получ. 19/61, посредничество: перцентиль 100%."
8,100000005910114100,coordinator,0.9968847352024922,"Связующий профиль: seed-ветвей 3, соседних кластеров 4; плательщ./получ. 3/19, посредничество: перцентиль 100%."
9,100000006274203100,coordinator,0.9964396973742768,"Связующий профиль: seed-ветвей 4, соседних кластеров 1; плательщ./получ. 2/3, посредничество: перцентиль 88%."
10,100000008477350100,coordinator,0.9959946595460614,"Связующий профиль: seed-ветвей 2, соседних кластеров 6; плательщ./получ. 11/39, посредничество: перцентиль 99%."
11,100000008346837100,coordinator,0.995549621717846,"Связующий профиль: seed-ветвей 2, соседних кластеров 7; плательщ./получ. 9/25, посредничество: перцентиль 100%."
12,100000001857829100,coordinator,0.9951045838896306,"Связующий профиль: seed-ветвей 1, соседних кластеров 5; плательщ./получ. 6/16, посредничество: перцентиль 99%."
13,100000003016635100,coordinator,0.9946595460614153,"Связующий профиль: seed-ветвей 1, соседних кластеров 7; плательщ./получ. 8/73, посредничество: перцентиль 100%."
14,100000008489922100,coordinator,0.9942145082331998,"Связующий профиль: seed-ветвей 2, соседних кластеров 2; плательщ./получ. 3/36, посредничество: перцентиль 98%."
15,100000003115284100,coordinator,0.9937694704049844,"Связующий профиль: seed-ветвей 2, соседних кластеров 4; плательщ./получ. 8/2, посредничество: перцентиль 95%."
16,100000006866783100,coordinator,0.9933244325767691,"Связующий профиль: seed-ветвей 1, соседних кластеров 12; плательщ./получ. 13/67, посредничество: перцентиль 100%."
17,100000004403675100,coordinator,0.9928793947485536,"Связующий профиль: seed-ветвей 2, соседних кластеров 4; плательщ./получ. 4/5, посредничество: перцентиль 98%."
18,100000003457710100,coordinator,0.9924343569203382,"Связующий профиль: seed-ветвей 3, соседних кластеров 0; плательщ./получ. 1/1, посредничество: перцентиль 85%."
19,100000005933757100,coordinator,0.9919893190921228,"Связующий профиль: seed-ветвей 1, соседних кластеров 7; плательщ./получ. 4/34, посредничество: перцентиль 99%."
20,100000007593823100,coordinator,0.9915442812639075,"Связующий профиль: seed-ветвей 3, соседних кластеров 3; плательщ./получ. 3/13, посредничество: перцентиль 98%."
21,100000008547948100,distributor,0.991099243435692,"Признаки распределения: 26 получ., 31 tx, 5.19 млн KZT; вход: 6 плательщ., 212.7 тыс. KZT."
22,100000008686313100,coordinator,0.9906542056074766,"Связующий профиль: seed-ветвей 1, соседних кластеров 4; плательщ./получ. 6/7, посредничество: перцентиль 100%."
23,100000003880331100,distributor,0.9902091677792613,"Признаки распределения: 16 получ., 31 tx, 3.90 млн KZT; вход: 1 плательщ., 100.0 тыс. KZT."
24,100000001697501100,distributor,0.9897641299510458,"Признаки распределения: 38 получ., 55 tx, 1.48 млн KZT; вход: 3 плательщ., 123.7 тыс. KZT."
25,100000003684369100,coordinator,0.9893190921228304,"Связующий профиль: seed-ветвей 1, соседних кластеров 9; плательщ./получ. 24/62, посредничество: перцентиль 99%."
26,100000002628576100,coordinator,0.9888740542946151,"Связующий профиль: seed-ветвей 3, соседних кластеров 1; плательщ./получ. 2/2, посредничество: перцентиль 89%."
27,100000003265158100,coordinator,0.9884290164663997,"Связующий профиль: seed-ветвей 2, соседних кластеров 1; плательщ./получ. 3/2, посредничество: перцентиль 96%."
28,100000004015047100,coordinator,0.9879839786381842,"Связующий профиль: seed-ветвей 3, соседних кластеров 3; плательщ./получ. 9/1, посредничество: перцентиль 80%."
29,100000008465789100,distributor,0.9875389408099688,"Признаки распределения: 16 получ., 17 tx, 1.86 млн KZT; вход: 1 плательщ., 30.1 тыс. KZT."
30,100000003796063100,distributor,0.9870939029817535,"Признаки распределения: 15 получ., 23 tx, 959.1 тыс. KZT; вход: 1 плательщ., 35.0 тыс. KZT."
